year,iso3,var,element,settlement,dist,value
latest,CHN,educat,Secondary Education,urban,D6,56.05599
latest,CHN,educat,Secondary Education,rural,D6,56.46892
latest,CHN,educat,Secondary Education,urban,D7,54.16515
latest,CHN,educat,Secondary Education,rural,D7,57.83433
latest,CHN,educat,Secondary Education,urban,D8,52.10554
latest,CHN,educat,Secondary Education,rural,D8,57.65114
latest,CHN,educat,Secondary Education,urban,D9,46.82606
latest,CHN,educat,Secondary Education,rural,D9,51.30473
latest,CHN,educat,Secondary Education,urban,D10,37.13307
latest,CHN,educat,Secondary Education,rural,D10,53.85166
latest,CHN,educat,Tertiary Education,urban,D1,4.90622
latest,CHN,educat,Tertiary Education,rural,D1,3.7277
latest,CHN,educat,Tertiary Education,urban,D2,7.14271
latest,CHN,educat,Tertiary Education,rural,D2,2.90145
latest,CHN,educat,Tertiary Education,urban,D3,7.40955
latest,CHN,educat,Tertiary Education,rural,D3,3.8679
latest,CHN,educat,Tertiary Education,urban,D4,8.94611
latest,CHN,educat,Tertiary Education,rural,D4,3.93829
latest,CHN,educat,Tertiary Education,urban,D5,9.76701
latest,CHN,educat,Tertiary Education,rural,D5,5.41607
latest,CHN,educat,Tertiary Education,urban,D6,12.82828
latest,CHN,educat,Tertiary Education,rural,D6,5.80864
latest,CHN,educat,Tertiary Education,urban,D7,16.97426
latest,CHN,educat,Tertiary Education,rural,D7,7.32096
latest,CHN,educat,Tertiary Education,urban,D8,23.01125
latest,CHN,educat,Tertiary Education,rural,D8,8.72358
latest,CHN,educat,Tertiary Education,urban,D9,29.77787
latest,CHN,educat,Tertiary Education,rural,D9,13.11747
latest,CHN,educat,Tertiary Education,urban,D10,42.27934
latest,CHN,educat,Tertiary Education,rural,D10,11.34171
latest,CHN,inequality_index,gini,urban,0,0.36686
latest,CHN,inequality_index,gini,rural,0,0.41988
latest,CHN,inequality_index,absolute_poverty,urban,0,0.05962
latest,CHN,inequality_index,absolute_poverty,rural,0,0.47249
latest,CHN,household_size,,urban,D1,4.2058572769165
latest,CHN,household_size,,rural,D1,4.59404945373535
latest,CHN,household_size,,urban,D2,4.38037776947021
latest,CHN,household_size,,rural,D2,4.70022773742676
latest,CHN,household_size,,urban,D3,4.19603681564331
latest,CHN,household_size,,rural,D3,4.40757274627686
latest,CHN,household_size,,urban,D4,4.02711629867554
latest,CHN,household_size,,rural,D4,4.35287380218506
latest,CHN,household_size,,urban,D5,4.0725417137146
latest,CHN,household_size,,rural,D5,4.27000951766968
latest,CHN,household_size,,urban,D6,3.90227389335632
latest,CHN,household_size,,rural,D6,4.01633548736572
latest,CHN,household_size,,urban,D7,3.66487002372742
latest,CHN,household_size,,rural,D7,3.95520806312561
latest,CHN,household_size,,urban,D8,3.47220587730408
latest,CHN,household_size,,rural,D8,4.11570119857788
latest,CHN,household_size,,urban,D9,3.41261625289917
latest,CHN,household_size,,rural,D9,3.73571753501892
latest,CHN,household_size,,urban,D10,3.27724647521973
latest,CHN,household_size,,rural,D10,3.60745906829834
latest,CHN,expenditure_decile,,urban,D1,6.73879846490061
latest,CHN,expenditure_decile,,rural,D1,5.85929925302754
latest,CHN,expenditure_decile,,urban,D2,5.2102416507303
latest,CHN,expenditure_decile,,rural,D2,6.11703990400641
latest,CHN,expenditure_decile,,urban,D3,6.03542685607186
latest,CHN,expenditure_decile,,rural,D3,7.32111594984068
latest,CHN,expenditure_decile,,urban,D4,7.22020204477473
latest,CHN,expenditure_decile,,rural,D4,8.08334633844068
latest,CHN,expenditure_decile,,urban,D5,8.05402291045704
latest,CHN,expenditure_decile,,rural,D5,9.38986985553131
latest,CHN,expenditure_decile,,urban,D6,9.28506952218611
latest,CHN,expenditure_decile,,rural,D6,9.93513069707794
latest,CHN,expenditure_decile,,urban,D7,10.6977952126716
latest,CHN,expenditure_decile,,rural,D7,12.7549681789481
latest,CHN,expenditure_decile,,urban,D8,13.1115845398022
latest,CHN,expenditure_decile,,rural,D8,13.13156306654
latest,CHN,expenditure_decile,,urban,D9,16.1719041465946
latest,CHN,expenditure_decile,,rural,D9,15.8941213982352
latest,CHN,expenditure_decile,,urban,D10,24.2137531167116
latest,CHN,expenditure_decile,,rural,D10,17.3728446113797
latest,CHN,income_decile,,urban,D1,0.197830743632733
latest,CHN,income_decile,,rural,D1,1.17370031623131
latest,CHN,income_decile,,urban,D2,2.92657901576713
latest,CHN,income_decile,,rural,D2,2.80133015218191
latest,CHN,income_decile,,urban,D3,4.14194689419415
latest,CHN,income_decile,,rural,D3,4.07462419306313
latest,CHN,income_decile,,urban,D4,5.49985456167195
latest,CHN,income_decile,,rural,D4,5.32137439092559
latest,CHN,income_decile,,urban,D5,6.791586039667
latest,CHN,income_decile,,rural,D5,6.67983355207989
latest,CHN,income_decile,,urban,D6,8.37821584643704
latest,CHN,income_decile,,rural,D6,8.32636624625517
latest,CHN,income_decile,,urban,D7,10.49522974395
latest,CHN,income_decile,,rural,D7,10.2802013936076
latest,CHN,income_decile,,urban,D8,13.2957089903812
latest,CHN,income_decile,,rural,D8,12.6765673576882
latest,CHN,income_decile,,urban,D9,17.336318347421
latest,CHN,income_decile,,rural,D9,16.5015358281181
latest,CHN,income_decile,,urban,D10,30.9367298168778
latest,CHN,income_decile,,rural,D10,32.1644665698491
latest,CHN,,,urban,,2.20367
latest,CHN,,,rural,,2.541305
latest,GTM,expcat_input,food,urban,D1,57.49677
latest,GTM,expcat_input,food,rural,D1,61.96682
latest,GTM,expcat_input,food,urban,D2,55.78105
latest,GTM,expcat_input,food,rural,D2,65.08923
latest,GTM,expcat_input,food,urban,D3,56.14853
latest,GTM,expcat_input,food,rural,D3,64.40658
latest,GTM,expcat_input,food,urban,D4,54.1315
latest,GTM,expcat_input,food,rural,D4,63.12408
latest,GTM,expcat_input,food,urban,D5,51.25391
latest,GTM,expcat_input,food,rural,D5,62.67132
latest,GTM,expcat_input,food,urban,D6,52.59734
latest,GTM,expcat_input,food,rural,D6,60.89633
latest,GTM,expcat_input,food,urban,D7,48.0854
latest,GTM,expcat_input,food,rural,D7,58.07986
latest,GTM,expcat_input,food,urban,D8,44.82485
latest,GTM,expcat_input,food,rural,D8,54.49196
latest,GTM,expcat_input,food,urban,D9,42.68449
latest,GTM,expcat_input,food,rural,D9,51.09122
latest,GTM,expcat_input,food,urban,D10,33.57839
latest,GTM,expcat_input,food,rural,D10,42.95276
latest,GTM,expcat_input,energy_housing,urban,D1,13.35671
latest,GTM,expcat_input,energy_housing,rural,D1,12.90969
latest,GTM,expcat_input,energy_housing,urban,D2,11.69324
latest,GTM,expcat_input,energy_housing,rural,D2,11.05358
latest,GTM,expcat_input,energy_housing,urban,D3,11.43981
latest,GTM,expcat_input,energy_housing,rural,D3,10.53373
latest,GTM,expcat_input,energy_housing,urban,D4,11.22125
latest,GTM,expcat_input,energy_housing,rural,D4,9.85666
latest,GTM,expcat_input,energy_housing,urban,D5,10.77001
latest,GTM,expcat_input,energy_housing,rural,D5,10.28093
latest,GTM,expcat_input,energy_housing,urban,D6,10.20728
latest,GTM,expcat_input,energy_housing,rural,D6,9.42571
latest,GTM,expcat_input,energy_housing,urban,D7,9.95091
latest,GTM,expcat_input,energy_housing,rural,D7,9.27891
latest,GTM,expcat_input,energy_housing,urban,D8,9.52808
latest,GTM,expcat_input,energy_housing,rural,D8,9.64046
latest,GTM,expcat_input,energy_housing,urban,D9,9.04783
latest,GTM,expcat_input,energy_housing,rural,D9,8.40855
latest,GTM,expcat_input,energy_housing,urban,D10,7.91003
latest,GTM,expcat_input,energy_housing,rural,D10,8.20881
latest,GTM,expcat_input,energy_transportation,urban,D1,2.16954
latest,GTM,expcat_input,energy_transportation,rural,D1,3.17719
latest,GTM,expcat_input,energy_transportation,urban,D2,3.74895
latest,GTM,expcat_input,energy_transportation,rural,D2,2.66321
latest,GTM,expcat_input,energy_transportation,urban,D3,3.5664
latest,GTM,expcat_input,energy_transportation,rural,D3,3.14504
latest,GTM,expcat_input,energy_transportation,urban,D4,4.23428
latest,GTM,expcat_input,energy_transportation,rural,D4,3.53428
latest,GTM,expcat_input,energy_transportation,urban,D5,4.96927
latest,GTM,expcat_input,energy_transportation,rural,D5,3.64929
latest,GTM,expcat_input,energy_transportation,urban,D6,4.9942
latest,GTM,expcat_input,energy_transportation,rural,D6,4.56095
latest,GTM,expcat_input,energy_transportation,urban,D7,6.83325
latest,GTM,expcat_input,energy_transportation,rural,D7,5.53632
latest,GTM,expcat_input,energy_transportation,urban,D8,8.10436
latest,GTM,expcat_input,energy_transportation,rural,D8,7.25627
latest,GTM,expcat_input,energy_transportation,urban,D9,8.54686
latest,GTM,expcat_input,energy_transportation,rural,D9,8.94855
latest,GTM,expcat_input,energy_transportation,urban,D10,12.16092
latest,GTM,expcat_input,energy_transportation,rural,D10,12.36794
latest,GTM,incomecat,other,urban,D1,
latest,GTM,incomecat,other,rural,D1,
latest,GTM,incomecat,other,urban,D2,
latest,GTM,incomecat,other,rural,D2,
latest,GTM,incomecat,other,urban,D3,
latest,GTM,incomecat,other,rural,D3,
latest,GTM,incomecat,other,urban,D4,
latest,GTM,incomecat,other,rural,D4,
latest,GTM,incomecat,other,urban,D5,
latest,GTM,incomecat,other,rural,D5,
latest,GTM,incomecat,other,urban,D6,
latest,GTM,incomecat,other,rural,D6,
latest,GTM,incomecat,other,urban,D7,
latest,GTM,incomecat,other,rural,D7,
latest,GTM,incomecat,other,urban,D8,
latest,GTM,incomecat,other,rural,D8,
latest,GTM,incomecat,other,urban,D9,
latest,GTM,incomecat,other,rural,D9,
latest,GTM,incomecat,other,urban,D10,
latest,GTM,incomecat,other,rural,D10,
latest,GTM,incomecat,labour,urban,D1,74.58943
latest,GTM,incomecat,labour,rural,D1,86.49352
latest,GTM,incomecat,labour,urban,D2,85.8408
latest,GTM,incomecat,labour,rural,D2,89.18254
latest,GTM,incomecat,labour,urban,D3,87.83622
latest,GTM,incomecat,labour,rural,D3,90.25987
latest,GTM,incomecat,labour,urban,D4,90.90161
latest,GTM,incomecat,labour,rural,D4,90.32447
latest,GTM,incomecat,labour,urban,D5,92.7677
latest,GTM,incomecat,labour,rural,D5,90.57434
latest,GTM,incomecat,labour,urban,D6,91.61826
latest,GTM,incomecat,labour,rural,D6,92.41236
latest,GTM,incomecat,labour,urban,D7,91.98586
latest,GTM,incomecat,labour,rural,D7,92.0945
latest,GTM,incomecat,labour,urban,D8,91.79669
latest,GTM,incomecat,labour,rural,D8,92.21593
latest,GTM,incomecat,labour,urban,D9,93.47945
latest,GTM,incomecat,labour,rural,D9,93.91333
latest,GTM,incomecat,labour,urban,D10,91.36102
latest,GTM,incomecat,labour,rural,D10,92.56113
latest,GTM,incomecat,capital,urban,D1,0.76223
latest,GTM,incomecat,capital,rural,D1,0.22351
latest,GTM,incomecat,capital,urban,D2,0.42982
latest,GTM,incomecat,capital,rural,D2,0.18956
latest,GTM,incomecat,capital,urban,D3,0.45249
latest,GTM,incomecat,capital,rural,D3,0.03187
latest,GTM,incomecat,capital,urban,D4,0.59238
latest,GTM,incomecat,capital,rural,D4,0.17911
latest,GTM,incomecat,capital,urban,D5,0.44631
latest,GTM,incomecat,capital,rural,D5,0.27112
latest,GTM,incomecat,capital,urban,D6,0.68005
latest,GTM,incomecat,capital,rural,D6,0.19746
latest,GTM,incomecat,capital,urban,D7,1.02061
latest,GTM,incomecat,capital,rural,D7,0.20246
latest,GTM,incomecat,capital,urban,D8,0.92607
latest,GTM,incomecat,capital,rural,D8,0.59938
latest,GTM,incomecat,capital,urban,D9,0.88906
latest,GTM,incomecat,capital,rural,D9,0.63013
latest,GTM,incomecat,capital,urban,D10,1.24545
latest,GTM,incomecat,capital,rural,D10,1.2387
latest,GTM,incomecat,transfers,urban,D1,24.64834
latest,GTM,incomecat,transfers,rural,D1,13.28296
latest,GTM,incomecat,transfers,urban,D2,13.72938
latest,GTM,incomecat,transfers,rural,D2,10.6279
latest,GTM,incomecat,transfers,urban,D3,11.71129
latest,GTM,incomecat,transfers,rural,D3,9.70826
latest,GTM,incomecat,transfers,urban,D4,8.50601
latest,GTM,incomecat,transfers,rural,D4,9.49642
latest,GTM,incomecat,transfers,urban,D5,6.78599
latest,GTM,incomecat,transfers,rural,D5,9.15454
latest,GTM,incomecat,transfers,urban,D6,7.70169
latest,GTM,incomecat,transfers,rural,D6,7.39018
latest,GTM,incomecat,transfers,urban,D7,6.99353
latest,GTM,incomecat,transfers,rural,D7,7.70304
latest,GTM,incomecat,transfers,urban,D8,7.27724
latest,GTM,incomecat,transfers,rural,D8,7.18469
latest,GTM,incomecat,transfers,urban,D9,5.63149
latest,GTM,incomecat,transfers,rural,D9,5.45653
latest,GTM,incomecat,transfers,urban,D10,7.39353
latest,GTM,incomecat,transfers,rural,D10,6.20017
latest,GTM,incomecat,other,urban,D1,0
latest,GTM,incomecat,other,rural,D1,1.00000000058387e-05
latest,GTM,incomecat,other,urban,D2,0
latest,GTM,incomecat,other,rural,D2,0
latest,GTM,incomecat,other,urban,D3,0
latest,GTM,incomecat,other,rural,D3,0
latest,GTM,incomecat,other,urban,D4,0
latest,GTM,incomecat,other,rural,D4,0
latest,GTM,incomecat,other,urban,D5,0
latest,GTM,incomecat,other,rural,D5,0
latest,GTM,incomecat,other,urban,D6,0
latest,GTM,incomecat,other,rural,D6,0
latest,GTM,incomecat,other,urban,D7,0
latest,GTM,incomecat,other,rural,D7,0
latest,GTM,incomecat,other,urban,D8,0
latest,GTM,incomecat,other,rural,D8,0
latest,GTM,incomecat,other,urban,D9,0
latest,GTM,incomecat,other,rural,D9,1.00000000058387e-05
latest,GTM,incomecat,other,urban,D10,0
latest,GTM,incomecat,other,rural,D10,0
latest,GTM,savings_rate,,urban,D1,-403.232
latest,GTM,savings_rate,,rural,D1,-130.4359
latest,GTM,savings_rate,,urban,D2,-72.95721
latest,GTM,savings_rate,,rural,D2,-37.87799
latest,GTM,savings_rate,,urban,D3,-39.36727
latest,GTM,savings_rate,,rural,D3,-15.64062
latest,GTM,savings_rate,,urban,D4,-23.04592
latest,GTM,savings_rate,,rural,D4,-4.85779
latest,GTM,savings_rate,,urban,D5,-13.05719
latest,GTM,savings_rate,,rural,D5,4.76924
latest,GTM,savings_rate,,urban,D6,-2.92688
latest,GTM,savings_rate,,rural,D6,16.43453
latest,GTM,savings_rate,,urban,D7,2.81945
latest,GTM,savings_rate,,rural,D7,19.97135
latest,GTM,savings_rate,,urban,D8,14.86958
latest,GTM,savings_rate,,rural,D8,29.14018
latest,GTM,savings_rate,,urban,D9,22.85123
latest,GTM,savings_rate,,rural,D9,32.68578
latest,GTM,savings_rate,,urban,D10,36.35452
latest,GTM,savings_rate,,rural,D10,54.70163
latest,GTM,educat,No education,urban,D1,37.13552
latest,GTM,educat,No education,rural,D1,40.80987
latest,GTM,educat,No education,urban,D2,34.42584
latest,GTM,educat,No education,rural,D2,38.89671
latest,GTM,educat,No education,urban,D3,34.87452
latest,GTM,educat,No education,rural,D3,37.48719
latest,GTM,educat,No education,urban,D4,32.81826
latest,GTM,educat,No education,rural,D4,38.35634
latest,GTM,educat,No education,urban,D5,30.93282
latest,GTM,educat,No education,rural,D5,37.89939
latest,GTM,educat,No education,urban,D6,26.51416
latest,GTM,educat,No education,rural,D6,34.08372
latest,GTM,educat,No education,urban,D7,22.94915
latest,GTM,educat,No education,rural,D7,34.84572
latest,GTM,educat,No education,urban,D8,20.45419
latest,GTM,educat,No education,rural,D8,33.65718
latest,GTM,educat,No education,urban,D9,17.89214
latest,GTM,educat,No education,rural,D9,27.85316
latest,GTM,educat,No education,urban,D10,7.65749
latest,GTM,educat,No education,rural,D10,17.5606
latest,GTM,educat,Primary Education,urban,D1,10.9662
latest,GTM,educat,Primary Education,rural,D1,10.0282
latest,GTM,educat,Primary Education,urban,D2,11.05269
latest,GTM,educat,Primary Education,rural,D2,11.64882
latest,GTM,educat,Primary Education,urban,D3,13.95656
latest,GTM,educat,Primary Education,rural,D3,12.68919
latest,GTM,educat,Primary Education,urban,D4,13.75691
latest,GTM,educat,Primary Education,rural,D4,11.28988
latest,GTM,educat,Primary Education,urban,D5,14.07631
latest,GTM,educat,Primary Education,rural,D5,13.92949
latest,GTM,educat,Primary Education,urban,D6,14.80612
latest,GTM,educat,Primary Education,rural,D6,14.39582
latest,GTM,educat,Primary Education,urban,D7,16.45813
latest,GTM,educat,Primary Education,rural,D7,15.51409
latest,GTM,educat,Primary Education,urban,D8,14.13961
latest,GTM,educat,Primary Education,rural,D8,17.12148
latest,GTM,educat,Primary Education,urban,D9,12.70225
latest,GTM,educat,Primary Education,rural,D9,15.15224
latest,GTM,educat,Primary Education,urban,D10,9.42118
latest,GTM,educat,Primary Education,rural,D10,13.56564
latest,GTM,educat,Secondary Education,urban,D1,12.19553
latest,GTM,educat,Secondary Education,rural,D1,5.23034
latest,GTM,educat,Secondary Education,urban,D2,11.13195
latest,GTM,educat,Secondary Education,rural,D2,4.82147
latest,GTM,educat,Secondary Education,urban,D3,12.44557
latest,GTM,educat,Secondary Education,rural,D3,6.86778
latest,GTM,educat,Secondary Education,urban,D4,16.66349
latest,GTM,educat,Secondary Education,rural,D4,7.57004
latest,GTM,educat,Secondary Education,urban,D5,19.07442
latest,GTM,educat,Secondary Education,rural,D5,8.36798
latest,GTM,educat,Secondary Education,urban,D6,20.69465
latest,GTM,educat,Secondary Education,rural,D6,12.33706
latest,GTM,educat,Secondary Education,urban,D7,26.6441
latest,GTM,educat,Secondary Education,rural,D7,14.05373
latest,GTM,educat,Secondary Education,urban,D8,32.22791
latest,GTM,educat,Secondary Education,rural,D8,17.52479
latest,GTM,educat,Secondary Education,urban,D9,36.66582
latest,GTM,educat,Secondary Education,rural,D9,25.47815
latest,GTM,educat,Secondary Education,urban,D10,45.39361
latest,GTM,educat,Secondary Education,rural,D10,30.07137
latest,GTM,educat,Tertiary Education,urban,D1,0.4117
latest,GTM,educat,Tertiary Education,rural,D1,0.062
latest,GTM,educat,Tertiary Education,urban,D2,0.21037
latest,GTM,educat,Tertiary Education,rural,D2,0.06827
latest,GTM,educat,Tertiary Education,urban,D3,0.15778
latest,GTM,educat,Tertiary Education,rural,D3,0.09933
latest,GTM,educat,Tertiary Education,urban,D4,0.83163
latest,GTM,educat,Tertiary Education,rural,D4,0.04842
latest,GTM,educat,Tertiary Education,urban,D5,0.5749
latest,GTM,educat,Tertiary Education,rural,D5,0.07184
latest,GTM,educat,Tertiary Education,urban,D6,1.41993
latest,GTM,educat,Tertiary Education,rural,D6,0.11599
latest,GTM,educat,Tertiary Education,urban,D7,1.01057
latest,GTM,educat,Tertiary Education,rural,D7,0.28785
latest,GTM,educat,Tertiary Education,urban,D8,2.68605
latest,GTM,educat,Tertiary Education,rural,D8,0.68651
latest,GTM,educat,Tertiary Education,urban,D9,4.62795
latest,GTM,educat,Tertiary Education,rural,D9,1.40045
latest,GTM,educat,Tertiary Education,urban,D10,16.89097
latest,GTM,educat,Tertiary Education,rural,D10,8.14873
latest,GTM,inequality_index,gini,urban,0,0.46866
latest,GTM,inequality_index,gini,rural,0,0.40756
latest,GTM,inequality_index,absolute_poverty,urban,0,0.08888
latest,GTM,inequality_index,absolute_poverty,rural,0,0.250371
latest,GTM,household_size,,urban,D1,5.54002571105957
latest,GTM,household_size,,rural,D1,6.67023277282715
latest,GTM,household_size,,urban,D2,5.65804767608643
latest,GTM,household_size,,rural,D2,6.61004543304443
latest,GTM,household_size,,urban,D3,5.74588871002197
latest,GTM,household_size,,rural,D3,6.64439725875854
latest,GTM,household_size,,urban,D4,6.04489374160767
latest,GTM,household_size,,rural,D4,6.78458118438721
latest,GTM,household_size,,urban,D5,6.03062009811401
latest,GTM,household_size,,rural,D5,6.42767095565796
latest,GTM,household_size,,urban,D6,5.6441011428833
latest,GTM,household_size,,rural,D6,6.6211085319519
latest,GTM,household_size,,urban,D7,5.75661325454712
latest,GTM,household_size,,rural,D7,6.19087553024292
latest,GTM,household_size,,urban,D8,5.31748580932617
latest,GTM,household_size,,rural,D8,5.91594743728638
latest,GTM,household_size,,urban,D9,5.01926183700562
latest,GTM,household_size,,rural,D9,5.56032276153564
latest,GTM,household_size,,urban,D10,4.68059158325195
latest,GTM,household_size,,rural,D10,6.11644840240479
latest,GTM,expenditure_decile,,urban,D1,6.51954471894451
latest,GTM,expenditure_decile,,rural,D1,6.14130287744035
latest,GTM,expenditure_decile,,urban,D2,6.70888011062854
latest,GTM,expenditure_decile,,rural,D2,6.64434894704296
latest,GTM,expenditure_decile,,urban,D3,6.93585016462306
latest,GTM,expenditure_decile,,rural,D3,7.232326135887
latest,GTM,expenditure_decile,,urban,D4,7.58641980886627
latest,GTM,expenditure_decile,,rural,D4,7.88409134117104
latest,GTM,expenditure_decile,,urban,D5,8.29071567141848
latest,GTM,expenditure_decile,,rural,D5,8.84956313921088
latest,GTM,expenditure_decile,,urban,D6,8.98499068457973
latest,GTM,expenditure_decile,,rural,D6,9.15319915585664
latest,GTM,expenditure_decile,,urban,D7,10.3727830346564
latest,GTM,expenditure_decile,,rural,D7,10.8118298505519
latest,GTM,expenditure_decile,,urban,D8,11.5738904654133
latest,GTM,expenditure_decile,,rural,D8,12.2543906319566
latest,GTM,expenditure_decile,,urban,D9,14.4074973617062
latest,GTM,expenditure_decile,,rural,D9,15.7340652922799
latest,GTM,expenditure_decile,,urban,D10,25.138972698108
latest,GTM,expenditure_decile,,rural,D10,21.4361855060431
latest,GTM,income_decile,,urban,D1,2.01457325417846
latest,GTM,income_decile,,rural,D1,1.96283368896068
latest,GTM,income_decile,,urban,D2,3.17334711558466
latest,GTM,income_decile,,rural,D2,3.14476067854691
latest,GTM,income_decile,,urban,D3,4.0633882360947
latest,GTM,income_decile,,rural,D3,4.08246545717561
latest,GTM,income_decile,,urban,D4,5.03583475046307
latest,GTM,income_decile,,rural,D4,4.93928681709702
latest,GTM,income_decile,,urban,D5,6.0423014252917
latest,GTM,income_decile,,rural,D5,6.10953172557304
latest,GTM,income_decile,,urban,D6,7.14536759977847
latest,GTM,income_decile,,rural,D6,7.17511157788411
latest,GTM,income_decile,,urban,D7,8.78143187707435
latest,GTM,income_decile,,rural,D7,8.85842311606632
latest,GTM,income_decile,,urban,D8,11.1493880721962
latest,GTM,income_decile,,rural,D8,11.2967273811073
latest,GTM,income_decile,,urban,D9,15.357119339578
latest,GTM,income_decile,,rural,D9,15.3047465665994
latest,GTM,income_decile,,urban,D10,37.2372483297603
latest,GTM,income_decile,,rural,D10,37.1261129909896
latest,GTM,,,urban,,2.870347
latest,GTM,,,rural,,3.233362
latest,IND,expcat_input,food,urban,D1,45.60668
latest,IND,expcat_input,food,rural,D1,51.46751
latest,IND,expcat_input,food,urban,D2,49.04625
latest,IND,expcat_input,food,rural,D2,52.48438
latest,IND,expcat_input,food,urban,D3,48.84786
latest,IND,expcat_input,food,rural,D3,53.00469
latest,IND,expcat_input,food,urban,D4,48.07933
latest,IND,expcat_input,food,rural,D4,52.11056
latest,IND,expcat_input,food,urban,D5,46.65826
latest,IND,expcat_input,food,rural,D5,52.45726
latest,IND,expcat_input,food,urban,D6,45.76153
latest,IND,expcat_input,food,rural,D6,50.32476
latest,IND,expcat_input,food,urban,D7,45.14632
latest,IND,expcat_input,food,rural,D7,50.29489
latest,IND,expcat_input,food,urban,D8,42.73394
latest,IND,expcat_input,food,rural,D8,47.23632
latest,IND,expcat_input,food,urban,D9,39.97616
latest,IND,expcat_input,food,rural,D9,46.06536
latest,IND,expcat_input,food,urban,D10,34.34534
latest,IND,expcat_input,food,rural,D10,40.27837
latest,IND,expcat_input,energy_housing,urban,D1,10.02053
latest,IND,expcat_input,energy_housing,rural,D1,8.09843
latest,IND,expcat_input,energy_housing,urban,D2,9.74399
latest,IND,expcat_input,energy_housing,rural,D2,7.93612
latest,IND,expcat_input,energy_housing,urban,D3,9.99038
latest,IND,expcat_input,energy_housing,rural,D3,7.59908
latest,IND,expcat_input,energy_housing,urban,D4,9.98762
latest,IND,expcat_input,energy_housing,rural,D4,7.59326
latest,IND,expcat_input,energy_housing,urban,D5,10.02838
latest,IND,expcat_input,energy_housing,rural,D5,7.45539
latest,IND,expcat_input,energy_housing,urban,D6,9.50114
latest,IND,expcat_input,energy_housing,rural,D6,7.29483
latest,IND,expcat_input,energy_housing,urban,D7,9.21262
latest,IND,expcat_input,energy_housing,rural,D7,7.2228
latest,IND,expcat_input,energy_housing,urban,D8,8.94695
latest,IND,expcat_input,energy_housing,rural,D8,6.67029
latest,IND,expcat_input,energy_housing,urban,D9,8.8097
latest,IND,expcat_input,energy_housing,rural,D9,6.59214
latest,IND,expcat_input,energy_housing,urban,D10,7.82596
latest,IND,expcat_input,energy_housing,rural,D10,6.17688
latest,IND,expcat_input,energy_transportation,urban,D1,6.41391
latest,IND,expcat_input,energy_transportation,rural,D1,4.3975
latest,IND,expcat_input,energy_transportation,urban,D2,4.50583
latest,IND,expcat_input,energy_transportation,rural,D2,3.97432
latest,IND,expcat_input,energy_transportation,urban,D3,4.14943
latest,IND,expcat_input,energy_transportation,rural,D3,4.18664
latest,IND,expcat_input,energy_transportation,urban,D4,4.97116
latest,IND,expcat_input,energy_transportation,rural,D4,4.47614
latest,IND,expcat_input,energy_transportation,urban,D5,5.35394
latest,IND,expcat_input,energy_transportation,rural,D5,4.77936
latest,IND,expcat_input,energy_transportation,urban,D6,6.12024
latest,IND,expcat_input,energy_transportation,rural,D6,5.30592
latest,IND,expcat_input,energy_transportation,urban,D7,6.52282
latest,IND,expcat_input,energy_transportation,rural,D7,6.09664
latest,IND,expcat_input,energy_transportation,urban,D8,7.5539
latest,IND,expcat_input,energy_transportation,rural,D8,7.7361
latest,IND,expcat_input,energy_transportation,urban,D9,9.53588
latest,IND,expcat_input,energy_transportation,rural,D9,8.79627
latest,IND,expcat_input,energy_transportation,urban,D10,11.75917
latest,IND,expcat_input,energy_transportation,rural,D10,10.72783
latest,IND,incomecat,other,urban,D1,
latest,IND,incomecat,other,rural,D1,
latest,IND,incomecat,other,urban,D2,
latest,IND,incomecat,other,rural,D2,
latest,IND,incomecat,other,urban,D3,
latest,IND,incomecat,other,rural,D3,
latest,IND,incomecat,other,urban,D4,
latest,IND,incomecat,other,rural,D4,
latest,IND,incomecat,other,urban,D5,
latest,IND,incomecat,other,rural,D5,
latest,IND,incomecat,other,urban,D6,
latest,IND,incomecat,other,rural,D6,
latest,IND,incomecat,other,urban,D7,
latest,IND,incomecat,other,rural,D7,
latest,IND,incomecat,other,urban,D8,
latest,IND,incomecat,other,rural,D8,
latest,IND,incomecat,other,urban,D9,
latest,IND,incomecat,other,rural,D9,
latest,IND,incomecat,other,urban,D10,
latest,IND,incomecat,other,rural,D10,
latest,IND,incomecat,labour,urban,D1,68.01342
latest,IND,incomecat,labour,rural,D1,80.54304
latest,IND,incomecat,labour,urban,D2,84.45811
latest,IND,incomecat,labour,rural,D2,82.67372
latest,IND,incomecat,labour,urban,D3,88.70883
latest,IND,incomecat,labour,rural,D3,85.13237
latest,IND,incomecat,labour,urban,D4,88.96174
latest,IND,incomecat,labour,rural,D4,85.24327
latest,IND,incomecat,labour,urban,D5,88.92042
latest,IND,incomecat,labour,rural,D5,86.51519
latest,IND,incomecat,labour,urban,D6,88.75594
latest,IND,incomecat,labour,rural,D6,85.864
latest,IND,incomecat,labour,urban,D7,88.93607
latest,IND,incomecat,labour,rural,D7,86.43464
latest,IND,incomecat,labour,urban,D8,87.13951
latest,IND,incomecat,labour,rural,D8,83.75477
latest,IND,incomecat,labour,urban,D9,86.61251
latest,IND,incomecat,labour,rural,D9,85.35967
latest,IND,incomecat,labour,urban,D10,87.39726
latest,IND,incomecat,labour,rural,D10,87.24222
latest,IND,incomecat,capital,urban,D1,1.99267
latest,IND,incomecat,capital,rural,D1,0.06111
